avg_cpu_util,slo_preservation,total_cpu_shares,cpu_shares_others,num_containers,arrival_rate,vertical_scaling,horizontal_action,reward
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,128,0,1
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,-128,0,0
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,128,0,0.7916666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,1,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,-1,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,1,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,128,0,0.9583333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,-1,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,128,0,1
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,128,0,1
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,128,0,1
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,-128,0,0
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,128,0,1
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,1,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,1,0.7777777777777777
0.5555555555555555,1.0,0.3,0.0,0.3,0.5,0,0,0.7777777777777777
0.5555555555555555,1.0,0.3,0.0,0.3,0.5,0,-1,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,128,0,0.9583333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,128,0,0.9583333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,-1,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,-1,0.5000587057819027
1.0,0.0001174115638055,0.15,0.0,0.15,0.5,128,0,0.6250587057819027
1.0,0.0001174115638055,0.15,0.0,0.15,0.5,0,1,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,-1,0.5000587057819027
1.0,0.0001174115638055,0.15,0.0,0.15,0.5,-128,0,0
1.0,0.0001174115638055,0.15,0.0,0.15,0.5,128,0,0.3750587057819027
1.0,0.0001174115638055,0.15,0.0,0.15,0.5,128,0,0.6250587057819027
1.0,0.0001174115638055,0.15,0.0,0.15,0.5,0,1,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,1,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,1,0.7777777777777777
0.5555555555555555,1.0,0.3,0.0,0.3,0.5,0,0,0.7777777777777777
0.5555555555555555,1.0,0.3,0.0,0.3,0.5,0,-1,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,1,0.7777777777777777
0.5555555555555555,1.0,0.3,0.0,0.3,0.5,0,-1,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,-1,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,128,0,1
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,-1,0.5000587057819027
1.0,0.0001174115638055,0.15,0.0,0.15,0.5,0,1,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,1,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,-1,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,128,0,1
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,-128,0,0
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,1,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,-1,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,1,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,-1,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,1,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,1,0.7777777777777777
0.5555555555555555,1.0,0.3,0.0,0.3,0.5,0,-1,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,128,0,0.9583333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,-1,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,-1,0.5000587057819027
1.0,0.0001174115638055,0.15,0.0,0.15,0.5,128,0,0.6250587057819027
1.0,0.0001174115638055,0.15,0.0,0.15,0.5,0,1,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,128,0,1
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,1,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,-1,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,128,0,1
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,128,0,1
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,128,0,1
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,-1,0.5000587057819027
1.0,0.0001174115638055,0.15,0.0,0.15,0.5,0,1,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,1,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,1,0.7777777777777777
0.5555555555555555,1.0,0.3,0.0,0.3,0.5,0,-1,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,-1,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,1,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,1,0.7777777777777777
0.5555555555555555,1.0,0.3,0.0,0.3,0.5,0,0,0.7777777777777777
0.5555555555555555,1.0,0.3,0.0,0.3,0.5,0,-1,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,-1,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,128,0,1
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,128,0,1
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,128,0,1
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,128,0,1
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,128,0,1
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,128,0,1
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,128,0,1
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,1,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,-1,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,128,0,1
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,128,0,1
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,1,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,-1,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,128,0,1
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,128,0,1
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,-128,0,0
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,128,0,0.7916666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,-128,0,0
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,1,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,1,0.7777777777777777
0.5555555555555555,1.0,0.3,0.0,0.3,0.5,0,0,0.7777777777777777
0.5555555555555555,1.0,0.3,0.0,0.3,0.5,0,-1,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,-1,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,128,0,1
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,1,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,128,0,0.9583333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,-1,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,128,0,1
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,0,0.9166666666666667
0.8333333333333334,1.0,0.2,0.0,0.2,0.5,0,1,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0,0,0.8333333333333333
